,0,1
0,0.0,0.0
1,1.0,7.509025301223704e-10
2,2.0,1.500241872378954e-09
3,3.0,2.248344721236496e-09
4,4.0,2.9944943800458582e-09
5,5.0,3.737802723277886e-09
6,6.0,4.479128861231786e-09
7,7.0,5.21928171461147e-09
8,8.0,5.958356335448418e-09
9,9.0,6.696124766372775e-09
10,10.0,7.43176302016264e-09
11,11.0,8.165428660523022e-09
12,12.0,8.897622149311208e-09
13,13.0,9.627646152087499e-09
14,14.0,1.0355490699416141e-08
15,15.0,1.108207704800866e-08
16,16.0,1.1807636684158579e-08
17,17.0,1.253180343316658e-08
18,18.0,1.3254268461622742e-08
19,19.0,1.39753721426918e-08
20,20.0,1.469479727742256e-08
21,21.0,1.541238729635892e-08
22,22.0,1.6128619577363362e-08
23,23.0,1.684307601087092e-08
24,24.0,1.7555551770898642e-08
25,25.0,1.82664228261511e-08
26,26.0,1.897582487124136e-08
27,27.0,1.968381687538996e-08
28,28.0,2.039008670523174e-08
29,29.0,2.1094790943671162e-08
30,30.0,2.1798078756725477e-08
31,31.0,2.249973135116682e-08
32,32.0,2.31999254094024e-08
33,33.0,2.389783819096376e-08
34,34.0,2.45934988739313e-08
35,35.0,2.5287580338667578e-08
36,36.0,2.598013549022176e-08
37,37.0,2.6671058724579763e-08
38,38.0,2.735909691602496e-08
39,39.0,2.804454119161278e-08
40,40.0,2.8728384449276358e-08
41,41.0,2.9410650864346918e-08
42,42.0,3.009159051968496e-08
43,43.0,3.077158526198628e-08
44,44.0,3.145008927243504e-08
45,45.0,3.212687982604448e-08
46,46.0,3.2802493778957055e-08
47,47.0,3.347669235655094e-08
48,48.0,3.414954061833834e-08
49,49.0,3.482122174657388e-08
50,50.0,3.5491579334131e-08
51,51.0,3.616038236211578e-08
52,52.0,3.682750439549722e-08
53,53.0,3.749279938552822e-08
54,54.0,3.815636165850746e-08
55,55.0,3.881840446355574e-08
56,56.0,3.947847778876436e-08
57,57.0,4.0136563469313924e-08
58,58.0,4.079335239508648e-08
59,59.0,4.1449210238245596e-08
60,60.0,4.210382613676938e-08
61,61.0,4.275720731904756e-08
62,62.0,4.34095061269263e-08
63,63.0,4.406023231578526e-08
64,64.0,4.470920199083658e-08
65,65.0,4.53565829821496e-08
66,66.0,4.600235045927386e-08
67,67.0,4.6646708168591036e-08
68,68.0,4.7289468578678236e-08
69,69.0,4.793047777078826e-08
70,70.0,4.857026841467104e-08
71,71.0,4.920864110481702e-08
72,72.0,4.984512619454457e-08
73,73.0,5.048003897407424e-08
74,74.0,5.111357528811656e-08
75,75.0,5.174577323468234e-08
76,76.0,5.237652682943031e-08
77,77.0,5.3005361671098926e-08
78,78.0,5.363196082171544e-08
79,79.0,5.425671665382582e-08
80,80.0,5.48799561368105e-08
81,81.0,5.550149806064126e-08
82,82.0,5.61212576641061e-08
83,83.0,5.673953699714696e-08
84,84.0,5.735655931419822e-08
85,85.0,5.7972170368015506e-08
86,86.0,5.858607806949898e-08
87,87.0,5.919824980131736e-08
88,88.0,5.980930233979865e-08
89,89.0,6.041863971855369e-08
90,90.0,6.102626164199962e-08
91,91.0,6.163285739628506e-08
92,92.0,6.223798286601501e-08
93,93.0,6.28416770873105e-08
94,94.0,6.344396613106349e-08
95,95.0,6.40449515062168e-08
96,96.0,6.464487943297667e-08
97,97.0,6.524353128901039e-08
98,98.0,6.584082258287879e-08
99,99.0,6.643639807766959e-08
100,100.0,6.703001754912063e-08
101,101.0,6.76221616487373e-08
102,102.0,6.8213141522473e-08
103,103.0,6.880334659992435e-08
104,104.0,6.939246439506053e-08
105,105.0,6.99800751468633e-08
106,106.0,7.056624525927758e-08
107,107.0,7.115113323784588e-08
108,108.0,7.173505462840634e-08
109,109.0,7.231737429670006e-08
110,110.0,7.289802046259013e-08
111,111.0,7.347732620038705e-08
112,112.0,7.405505816390411e-08
113,113.0,7.46313264627208e-08
114,114.0,7.520650204923425e-08
115,115.0,7.578098911106567e-08
116,116.0,7.635475839226179e-08
117,117.0,7.692726571453183e-08
118,118.0,7.749860535260922e-08
119,119.0,7.806877177180802e-08
120,120.0,7.863762667456866e-08
121,121.0,7.920548165069388e-08
122,122.0,7.977248878314364e-08
123,123.0,8.033863002702563e-08
124,124.0,8.090393311299008e-08
125,125.0,8.146834247233533e-08
126,126.0,8.20318835737287e-08
127,127.0,8.259463231463769e-08
128,128.0,8.315606083646581e-08
129,129.0,8.371612306479734e-08
130,130.0,8.427491579996545e-08
131,131.0,8.48323099322851e-08
132,132.0,8.538849346592829e-08
133,133.0,8.59433984791772e-08
134,134.0,8.649710134403152e-08
135,135.0,8.704989311311921e-08
136,136.0,8.760170357151079e-08
137,137.0,8.815251407469469e-08
138,138.0,8.870236665699107e-08
139,139.0,8.925070061476726e-08
140,140.0,8.979742533862286e-08
141,141.0,9.034299115083917e-08
142,142.0,9.088724100035513e-08
143,143.0,9.143026035553642e-08
144,144.0,9.197244469256034e-08
145,145.0,9.251308091573488e-08
146,146.0,9.305189253059169e-08
147,147.0,9.358963676264169e-08
148,148.0,9.412639987303095e-08
149,149.0,9.466217085714444e-08
150,150.0,9.519683199563506e-08
151,151.0,9.573050530940808e-08
152,152.0,9.626319441051727e-08
153,153.0,9.679479633983165e-08
154,154.0,9.732555040712503e-08
155,155.0,9.785543878041075e-08
156,156.0,9.838428014187717e-08
157,157.0,9.891170636404667e-08
158,158.0,9.94381523852452e-08
159,159.0,9.996376521675399e-08
160,160.0,1.0048851452734688e-07
161,161.0,1.0101253540170473e-07
162,162.0,1.0153534891560881e-07
163,163.0,1.0205695798128062e-07
164,164.0,1.0257709825721107e-07
165,165.0,1.0309553677395076e-07
166,166.0,1.036125843986074e-07
167,167.0,1.041287682758124e-07
168,168.0,1.046444011407992e-07
169,169.0,1.051593083172958e-07
170,170.0,1.0567312255632219e-07
171,171.0,1.0618580182813539e-07
172,172.0,1.06697672007465e-07
173,173.0,1.0720854646024201e-07
174,174.0,1.07718396149047e-07
175,175.0,1.0822722247344141e-07
176,176.0,1.087350133780858e-07
177,177.0,1.09241841974591e-07
178,178.0,1.0974742242755099e-07
179,179.0,1.1025212332568741e-07
180,180.0,1.107566240348648e-07
181,181.0,1.112605430833088e-07
182,182.0,1.1176340813194822e-07
183,183.0,1.1226507879110279e-07
184,184.0,1.127654122172766e-07
185,185.0,1.132647290595528e-07
186,186.0,1.1376342614784682e-07
187,187.0,1.142615615296346e-07
188,188.0,1.147592698723964e-07
189,189.0,1.15256303543498e-07
190,190.0,1.157524114933642e-07
191,191.0,1.162479023100906e-07
192,192.0,1.16742661642574e-07
193,193.0,1.172364024189846e-07
194,194.0,1.1772934043369259e-07
195,195.0,1.182215745085018e-07
196,196.0,1.1871332172735279e-07
197,197.0,1.1920432675354402e-07
198,198.0,1.196940234372032e-07
199,199.0,1.201826287211174e-07
200,200.0,1.206702087412478e-07
201,201.0,1.21156397275086e-07
202,202.0,1.2164058822168603e-07
203,203.0,1.2212256702698002e-07
204,204.0,1.22603307764511e-07
205,205.0,1.230831175495078e-07
206,206.0,1.235615821241372e-07
207,207.0,1.240388766268294e-07
208,208.0,1.245150493315768e-07
209,209.0,1.249902371943586e-07
210,210.0,1.2546461120302923e-07
211,211.0,1.259379629402238e-07
212,212.0,1.2640998806895498e-07
