,0,1
481,481.0,3.6014720422107663e-07
482,482.0,3.6065029926246223e-07
483,483.0,3.611526565524508e-07
484,484.0,3.6165435670459344e-07
485,485.0,3.6215528970921176e-07
486,486.0,3.626550370299882e-07
487,487.0,3.631537256829024e-07
488,488.0,3.636516946493998e-07
489,489.0,3.641488282337188e-07
490,490.0,3.64644990537605e-07
491,491.0,3.651402911583194e-07
492,492.0,3.65635017025863e-07
493,493.0,3.661288158255112e-07
494,494.0,3.666216107645524e-07
495,495.0,3.671135129393518e-07
496,496.0,3.6760520111807264e-07
497,497.0,3.6809636292788415e-07
498,498.0,3.6858626892789517e-07
499,499.0,3.690756976815038e-07
500,500.0,3.695644796361992e-07
501,501.0,3.7005242899417483e-07
502,502.0,3.705397740645256e-07
503,503.0,3.710264953229982e-07
504,504.0,3.715124455084996e-07
505,505.0,3.719973151377592e-07
506,506.0,3.7248064341679025e-07
507,507.0,3.729625834027606e-07
508,508.0,3.7344350274442977e-07
509,509.0,3.739232241203694e-07
510,510.0,3.744019767165192e-07
511,511.0,3.748802644759894e-07
512,512.0,3.753580998826734e-07
513,513.0,3.758353237632676e-07
514,514.0,3.7631165001549257e-07
515,515.0,3.7678688614697394e-07
516,516.0,3.7726065634931636e-07
517,517.0,3.777329858882558e-07
518,518.0,3.7820431784957e-07
519,519.0,3.786748761574797e-07
520,520.0,3.791447605552442e-07
521,521.0,3.7961364835537224e-07
522,522.0,3.800813655489676e-07
523,523.0,3.80548517054465e-07
524,524.0,3.810153409604614e-07
525,525.0,3.8148104095581264e-07
526,526.0,3.819455745166081e-07
527,527.0,3.824096945224626e-07
528,528.0,3.8287360996647423e-07
529,529.0,3.8333711157661614e-07
530,530.0,3.8379981202632344e-07
531,531.0,3.84261698123558e-07
532,532.0,3.8472249888135724e-07
533,533.0,3.851820776434644e-07
534,534.0,3.8564093125375296e-07
535,535.0,3.8609886371406863e-07
536,536.0,3.8655564543406475e-07
537,537.0,3.8701139089482523e-07
538,538.0,3.874664938189644e-07
539,539.0,3.8792141642550975e-07
540,540.0,3.883764506235202e-07
541,541.0,3.88831185851771e-07
542,542.0,3.892856341381996e-07
543,543.0,3.897397651531162e-07
544,544.0,3.90193211162476e-07
545,545.0,3.906462566761356e-07
546,546.0,3.9109913523567933e-07
547,547.0,3.9155153451115864e-07
548,548.0,3.920032037559676e-07
549,549.0,3.9245408719296676e-07
550,550.0,3.929042010561035e-07
551,551.0,3.9335364692323283e-07
552,552.0,3.9380198939755603e-07
553,553.0,3.9424867948751436e-07
554,554.0,3.9469452025614184e-07
555,555.0,3.951398583055354e-07
556,556.0,3.955842390782738e-07
557,557.0,3.9602786055913815e-07
558,558.0,3.9647130513552884e-07
559,559.0,3.9691429141118974e-07
560,560.0,3.973560852063604e-07
