11.473770	2.396435	3.927000	11.501304	2.415450	3.926991	5.738150	8.248340	25.000000
11.473722	2.396439	3.926991	11.426723	2.409639	3.926991	5.738150	8.719700	25.000000
11.473722	2.396439	3.926991	11.426723	2.409639	3.926991	5.738150	9.817400	25.000000
11.473914	2.396421	3.927027	11.427598	2.409554	3.945507	5.738150	10.288800	25.000000
11.474010	2.396412	3.927045	11.474319	2.405034	3.936165	5.738150	11.386500	25.000000
11.473530	2.396457	3.926954	11.502174	2.415365	3.945507	5.738150	11.857800	25.000000
11.473530	2.396457	3.926954	11.502174	2.415365	3.945507	5.738150	12.955500	25.000000
11.473530	2.396457	3.926954	11.502174	2.415365	3.945507	5.738150	13.426900	25.000000
11.473530	2.396457	3.926954	11.427598	2.409554	3.945507	5.738150	14.524600	25.000000
11.474010	2.396412	3.927045	11.427598	2.409554	3.945507	5.738150	14.996000	25.000000
11.474010	2.396412	3.927045	11.427598	2.409554	3.945507	5.738150	16.093700	25.000000
11.473530	2.396457	3.926954	11.522587	2.400426	3.945171	5.738150	17.662700	25.000000
11.473530	2.396457	3.926954	11.522587	2.400426	3.945171	5.738150	18.134100	25.000000
11.473530	2.396457	3.926954	11.474319	2.405034	3.936165	5.738150	19.231800	25.000000
11.473818	2.396430	3.926991	11.426723	2.409639	3.926991	6.522690	8.248340	25.000000
11.473770	2.396435	3.926982	11.501304	2.415450	3.926991	6.522690	8.719700	25.000000
11.473770	2.396435	3.926982	11.548593	2.410851	3.936165	6.522690	9.817400	25.000000
11.473962	2.396417	3.927018	11.456439	2.419871	3.955021	6.522690	10.288800	25.000000
11.474057	2.396407	3.927036	11.408769	2.424632	3.945857	6.522690	11.386500	25.000000
11.473578	2.396453	3.926945	11.456439	2.419871	3.955021	6.522690	11.857800	25.000000
11.473578	2.396453	3.926945	11.484337	2.430353	3.945857	6.522690	12.955500	25.000000
11.473578	2.396453	3.926945	11.456439	2.419871	3.955021	6.522690	13.426900	25.000000
11.473578	2.396453	3.926945	11.504782	2.415110	3.964011	6.522690	14.524600	25.000000
11.474057	2.396407	3.927036	11.504782	2.415110	3.964011	6.522690	14.996000	25.000000
11.474057	2.396407	3.927036	11.456439	2.419871	3.955021	6.522690	16.093700	25.000000
11.473578	2.396453	3.926945	11.522587	2.400426	3.945171	6.522690	16.565000	25.000000
11.473578	2.396453	3.926945	11.430223	2.409298	3.964011	6.522690	17.662700	25.000000
11.473578	2.396453	3.926945	11.474319	2.405034	3.936165	6.522690	18.134100	25.000000
11.474057	2.396407	3.927036	11.522587	2.400426	3.945171	6.522690	19.703200	25.000000
11.474057	2.396407	3.927036	11.474319	2.405034	3.936165	6.522690	20.800900	25.000000
11.473578	2.396453	3.926945	11.449017	2.394529	3.945171	6.522690	21.272200	25.000000
11.473818	2.396430	3.926991	11.474319	2.405034	3.917817	7.307220	5.581570	25.000000
11.473818	2.396430	3.926991	11.426723	2.409639	3.926991	7.307220	6.679270	25.000000
11.473818	2.396430	3.926991	11.501304	2.415450	3.926991	7.307220	7.150640	25.000000
11.473818	2.396430	3.926991	11.426723	2.409639	3.926991	7.307220	8.248340	25.000000
11.473770	2.396435	3.926982	11.529961	2.425773	3.936336	7.307220	8.719700	25.000000
11.473770	2.396435	3.926982	11.407892	2.424720	3.926991	7.307220	9.817400	25.000000
11.473962	2.396417	3.927018	11.392541	2.439756	3.946219	7.307220	10.288800	25.000000
11.474057	2.396407	3.927036	11.502174	2.455562	3.956109	7.307220	11.386500	25.000000
11.473578	2.396453	3.926945	11.595689	2.445770	3.974574	7.307220	11.857800	25.000000
11.473578	2.396453	3.926945	11.463420	2.459702	3.985747	7.307220	12.955500	25.000000
11.473578	2.396453	3.926945	11.433722	2.449094	3.994848	7.307220	13.426900	25.000000
11.473578	2.396453	3.926945	11.482160	2.444024	4.003763	7.307220	14.524600	25.000000
11.474057	2.396407	3.927036	11.547294	2.424049	4.010905	7.307220	14.996000	25.000000
11.474057	2.396407	3.927036	11.399561	2.439028	3.984619	7.307220	16.093700	25.000000
11.473578	2.396453	3.926945	11.430223	2.409298	3.964011	7.307220	16.565000	25.000000
11.473578	2.396453	3.926945	11.509127	2.414685	3.982489	7.307220	17.662700	25.000000
11.473578	2.396453	3.926945	11.522587	2.400426	3.945171	7.307220	18.134100	25.000000
11.473578	2.396453	3.926945	11.476062	2.404867	3.954507	7.307220	19.231800	25.000000
11.474057	2.396407	3.927036	11.522587	2.400426	3.945171	7.307220	19.703200	25.000000
11.474057	2.396407	3.927036	11.522587	2.400426	3.945171	7.307220	20.800900	25.000000
11.473578	2.396453	3.926945	11.474319	2.405034	3.936165	7.307220	22.369900	25.000000
11.473770	2.396435	3.927000	11.474319	2.405034	3.917817	8.091750	5.581570	25.000000
11.473770	2.396435	3.927000	11.474319	2.405034	3.936165	8.091750	6.679270	25.000000
11.473770	2.396435	3.927000	11.501304	2.415450	3.926991	8.091750	7.150640	25.000000
11.473770	2.396435	3.927000	11.407892	2.424720	3.926991	8.091750	8.248340	25.000000
11.473722	2.396439	3.926991	11.513905	2.440741	3.936514	8.091750	8.719700	25.000000
11.473722	2.396439	3.926991	11.423222	2.450203	3.936699	8.091750	9.817400	25.000000
11.473914	2.396421	3.927027	11.402193	2.480500	3.937091	8.091750	10.288800	25.000000
11.474010	2.396412	3.927045	11.578428	2.475018	3.996187	8.091750	11.386500	25.000000
11.473530	2.396457	3.926954	11.452947	2.518398	4.032975	8.091750	11.857800	25.000000
11.473530	2.396457	3.926954	11.531695	2.494436	4.008443	8.091750	12.955500	25.000000
11.473530	2.396457	3.926954	11.524322	2.495283	4.080415	8.091750	13.426900	25.000000
11.473530	2.396457	3.926954	11.428473	2.506483	4.062988	8.091750	14.524600	25.000000
11.474010	2.396412	3.927045	11.529961	2.480380	4.077362	8.091750	14.996000	25.000000
11.474010	2.396412	3.927045	11.536897	2.451894	4.052541	8.091750	16.093700	25.000000
11.473530	2.396457	3.926954	11.474319	2.431367	4.050173	8.091750	16.565000	25.000000
11.473530	2.396457	3.926954	11.372335	2.428315	3.993559	8.091750	17.662700	25.000000
11.473530	2.396457	3.926954	11.405700	2.398639	3.972830	8.091750	18.134100	25.000000
11.473530	2.396457	3.926954	11.434597	2.408873	3.982489	8.091750	19.231800	25.000000
11.474010	2.396412	3.927045	11.402193	2.398974	3.954507	8.091750	19.703200	25.000000
11.474010	2.396412	3.927045	11.571517	2.395818	3.954011	8.091750	20.800900	25.000000
11.473530	2.396457	3.926954	11.522587	2.400426	3.945171	8.091750	22.369900	25.000000
11.473818	2.396430	3.926991	11.501304	2.415450	3.926991	8.876290	5.581570	25.000000
11.473818	2.396430	3.926991	11.501304	2.415450	3.926991	8.876290	6.679270	25.000000
11.473818	2.396430	3.926991	11.529961	2.425773	3.917645	8.876290	7.150640	25.000000
11.473818	2.396430	3.926991	11.437657	2.435103	3.917467	8.876290	8.248340	25.000000
11.473770	2.396435	3.926982	11.590513	2.446305	3.936514	8.876290	8.719700	25.000000
11.473770	2.396435	3.926982	11.358697	2.485439	3.926991	8.876290	9.817400	25.000000
11.473962	2.396417	3.927018	11.503912	2.573988	4.030072	8.876290	10.288800	25.000000
11.474057	2.396407	3.927036	11.514773	2.510966	3.947821	8.876290	11.386500	25.000000
11.473578	2.396453	3.926945	11.607325	2.576043	4.075319	8.876290	11.857800	25.000000
11.473578	2.396453	3.926945	11.389030	2.624495	4.129312	8.876290	12.955500	25.000000
11.473578	2.396453	3.926945	11.582746	2.579396	4.277719	8.876290	13.426900	25.000000
11.473578	2.396453	3.926945	11.372775	2.609421	4.225490	8.876290	14.524600	25.000000
11.474057	2.396407	3.927036	11.270315	2.557204	4.227162	8.876290	14.996000	25.000000
11.474057	2.396407	3.927036	11.706836	2.503024	4.267970	8.876290	16.093700	25.000000
11.473578	2.396453	3.926945	11.648605	2.427145	4.160734	8.876290	16.565000	25.000000
11.473578	2.396453	3.926945	11.265434	2.481650	4.112339	8.876290	17.662700	25.000000
11.473578	2.396453	3.926945	11.388152	2.426711	4.031372	8.876290	18.134100	25.000000
11.473578	2.396453	3.926945	11.543396	2.398459	4.017651	8.876290	19.231800	25.000000
11.474057	2.396407	3.927036	11.402193	2.398974	3.954507	8.876290	19.703200	25.000000
11.474057	2.396407	3.927036	11.456003	2.393871	3.981482	8.876290	20.800900	25.000000
11.473578	2.396453	3.926945	11.522587	2.400426	3.945171	8.876290	22.369900	25.000000
11.473818	2.396430	3.926991	11.474319	2.405034	3.917817	9.660820	5.581570	25.000000
11.473818	2.396430	3.926991	11.501304	2.415450	3.926991	9.660820	6.679270	25.000000
11.473818	2.396430	3.926991	11.529961	2.425773	3.917645	9.660820	7.150640	25.000000
11.473818	2.396430	3.926991	11.469089	2.445385	3.907762	9.660820	8.248340	25.000000
11.473770	2.396435	3.926982	11.554220	2.536080	3.937743	9.660820	8.719700	25.000000
11.473770	2.396435	3.926982	11.525190	2.480912	3.906993	9.660820	9.817400	25.000000
11.473962	2.396417	3.927018	11.632283	2.588835	4.019747	9.660820	10.288800	25.000000
11.474057	2.396407	3.927036	11.403070	2.622334	3.951986	9.660820	11.386500	25.000000
11.473578	2.396453	3.926945	11.997500	2.444678	4.055902	9.660820	11.857800	25.000000
11.473578	2.396453	3.926945	10.892658	2.343003	3.679814	9.660820	12.955500	25.000000
11.473578	2.396453	3.926945	11.089184	2.403063	3.822610	9.660820	13.426900	25.000000
11.473578	2.396453	3.926945	11.896638	2.274757	3.864572	9.660820	14.524600	25.000000
11.474057	2.396407	3.927036	11.547294	2.372847	4.024030	9.660820	14.996000	25.000000
11.474057	2.396407	3.927036	11.460366	2.380721	4.043577	9.660820	16.093700	25.000000
11.473578	2.396453	3.926945	11.747766	2.417466	4.231502	9.660820	16.565000	25.000000
11.473578	2.396453	3.926945	11.223190	2.443813	4.124386	9.660820	17.662700	25.000000
11.473578	2.396453	3.926945	11.482596	2.404240	4.074069	9.660820	18.134100	25.000000
11.473578	2.396453	3.926945	11.505651	2.428206	4.183359	9.660820	19.231800	25.000000
11.474057	2.396407	3.927036	11.440717	2.408279	4.000930	9.660820	19.703200	25.000000
11.474057	2.396407	3.927036	11.513905	2.388464	4.007895	9.660820	20.800900	25.000000
11.473578	2.396453	3.926945	11.451637	2.394282	3.963338	9.660820	21.272200	25.000000
11.473578	2.396453	3.926945	11.451637	2.394282	3.963338	9.660820	22.369900	25.000000
11.473578	2.396453	3.926945	11.449017	2.394529	3.945171	9.660820	22.841300	25.000000
11.473578	2.396453	3.927036	11.501304	2.415450	3.926991	10.445300	5.581570	25.000000
11.473578	2.396453	3.927036	11.454693	2.420044	3.917645	10.445300	6.679270	25.000000
11.473578	2.396453	3.927036	11.459058	2.460171	3.887795	10.445300	7.150640	25.000000
11.473578	2.396453	3.927036	11.513905	2.440741	3.917467	10.445300	8.248340	25.000000
11.473530	2.396457	3.927027	11.212047	2.548945	3.813840	10.445300	8.719700	25.000000
11.473530	2.396457	3.927027	11.680325	2.550723	3.948727	10.445300	9.817400	25.000000
11.473722	2.396439	3.927064	11.982070	2.605317	4.042750	10.445300	10.288800	25.000000
11.473818	2.396430	3.927082	10.809718	2.215937	3.877850	10.445300	11.386500	25.000000
11.473338	2.396475	3.926991	12.522380	1.779946	3.875015	10.445300	11.857800	25.000000
11.473338	2.396475	3.926991	10.372078	1.874314	3.659486	10.445300	12.955500	25.000000
11.473338	2.396475	3.926991	11.288047	1.757924	3.609272	10.445300	13.426900	25.000000
11.473338	2.396475	3.926991	11.674057	1.748185	3.690967	10.445300	14.524600	25.000000
11.473818	2.396430	3.927082	11.432449	1.705029	3.502429	10.445300	14.996000	25.000000
11.473818	2.396430	3.927082	11.517812	1.710162	3.624846	10.445300	16.093700	25.000000
11.473338	2.396475	3.926991	9.960422	2.096691	3.199667	10.445300	16.565000	25.000000
11.473338	2.396475	3.926991	12.881382	1.969427	3.741277	10.445300	17.662700	25.000000
11.473338	2.396475	3.926991	11.053506	2.434017	4.105084	10.445300	18.134100	25.000000
