,0,1
0,0.0,0.0
1,1.0,1.7818085929927417e-09
2,2.0,3.5596293613985665e-09
3,3.0,5.333385508339836e-09
4,4.0,7.104365217837578e-09
5,5.0,8.872266613963124e-09
6,6.0,1.063736519289083e-08
7,7.0,1.2399631766603855e-08
8,8.0,1.4158263061631482e-08
9,9.0,1.591380257219226e-08
10,10.0,1.766740751944172e-08
11,11.0,1.941848071166836e-08
12,12.0,2.116758883488556e-08
13,13.0,2.291451007557648e-08
14,14.0,2.4658387374571918e-08
15,15.0,2.640053773567054e-08
16,16.0,2.814054688522986e-08
17,17.0,2.98776632582145e-08
18,18.0,3.161239973315168e-08
19,19.0,3.334461458592874e-08
20,20.0,3.507449669246735e-08
21,21.0,3.6802674016284504e-08
22,22.0,3.852760335044695e-08
23,23.0,4.0247641195581084e-08
24,24.0,4.1964637636873544e-08
25,25.0,4.36791567297282e-08
26,26.0,4.5390945115717636e-08
27,27.0,4.7099765752919506e-08
28,28.0,4.880567916162649e-08
29,29.0,5.050993093319792e-08
30,30.0,5.221259159495412e-08
31,31.0,5.3913169204883114e-08
32,32.0,5.56105439657633e-08
33,33.0,5.730455156029301e-08
34,34.0,5.8995318055567706e-08
35,35.0,6.068367730718686e-08
36,36.0,6.237057559447954e-08
37,37.0,6.40561203541317e-08
38,38.0,6.573941298555774e-08
39,39.0,6.742052545609569e-08
40,40.0,6.91001556966417e-08
41,41.0,7.077567507876754e-08
42,42.0,7.24476596087281e-08
43,43.0,7.411832794987771e-08
44,44.0,7.578768786016772e-08
45,45.0,7.74553697282024e-08
46,46.0,7.912113066041788e-08
47,47.0,8.07847577282537e-08
48,48.0,8.24455631922622e-08
49,49.0,8.410388543580692e-08
50,50.0,8.576023982927738e-08
51,51.0,8.741483999445428e-08
52,52.0,8.906721046096201e-08
53,53.0,9.071768532488077e-08
54,54.0,9.236675118280511e-08
55,55.0,9.401411176822563e-08
56,56.0,9.566041523901795e-08
57,57.0,9.730599554973265e-08
58,58.0,9.895014466547015e-08
59,59.0,1.0059272467754696e-07
60,60.0,1.0223248850035304e-07
61,61.0,1.0386961724917808e-07
62,62.0,1.0550521294558694e-07
63,63.0,1.0713875782439502e-07
64,64.0,1.0876914466454979e-07
65,65.0,1.103956693417522e-07
66,66.0,1.1202006110881318e-07
67,67.0,1.1364262670219606e-07
68,68.0,1.1526243249248532e-07
69,69.0,1.168796759733282e-07
70,70.0,1.1849448502810418e-07
71,71.0,1.2010710982929404e-07
72,72.0,1.2171755309272626e-07
73,73.0,1.2332589897289233e-07
74,74.0,1.2493212136023145e-07
75,75.0,1.265352741475142e-07
76,76.0,1.281356552998844e-07
77,77.0,1.297343742037762e-07
78,78.0,1.31331046408464e-07
79,79.0,1.32925257137161e-07
80,80.0,1.345172982282538e-07
81,81.0,1.3610634503456302e-07
82,82.0,1.37692999151346e-07
83,83.0,1.392787118476642e-07
84,84.0,1.4086232234028938e-07
85,85.0,1.4244346526780942e-07
86,86.0,1.440227734907172e-07
87,87.0,1.455994493582966e-07
88,88.0,1.4717366848372398e-07
89,89.0,1.4874588416856324e-07
90,90.0,1.5031548133874682e-07
91,91.0,1.5188316977906e-07
92,92.0,1.534492830422496e-07
93,93.0,1.5501319801281197e-07
94,94.0,1.5657459422684338e-07
95,95.0,1.581332136838834e-07
96,96.0,1.59689565186209e-07
97,97.0,1.61243980917248e-07
98,98.0,1.627965053862414e-07
99,99.0,1.643475252540426e-07
100,100.0,1.658973087680924e-07
101,101.0,1.674459399749e-07
102,102.0,1.689934460610014e-07
103,103.0,1.7053886368340081e-07
104,104.0,1.720821073130988e-07
105,105.0,1.7362390217324239e-07
106,106.0,1.7516335614168822e-07
107,107.0,1.767002526117232e-07
108,108.0,1.782358527728998e-07
109,109.0,1.7977016255047198e-07
110,110.0,1.813026562396108e-07
111,111.0,1.828335322777944e-07
112,112.0,1.8436294455753443e-07
113,113.0,1.858911716194584e-07
114,114.0,1.8741757045849422e-07
115,115.0,1.8894168686580942e-07
116,116.0,1.904636595358938e-07
117,117.0,1.9198350127477418e-07
118,118.0,1.9350160380332718e-07
119,119.0,1.9501739503618502e-07
120,120.0,1.965313121787122e-07
121,121.0,1.9804367254596498e-07
122,122.0,1.9955360356108143e-07
123,123.0,2.0106034822838178e-07
124,124.0,2.02564759747602e-07
125,125.0,2.040680256254712e-07
126,126.0,2.0556937798353262e-07
127,127.0,2.070685421044688e-07
128,128.0,2.085654540441518e-07
129,129.0,2.100596359443386e-07
130,130.0,2.1155056900272542e-07
131,131.0,2.1303706464536899e-07
132,132.0,2.145199158917028e-07
133,133.0,2.1600134413599038e-07
134,134.0,2.1748080786467098e-07
135,135.0,2.1895749856970383e-07
136,136.0,2.2043172919365417e-07
137,137.0,2.219044619844356e-07
138,138.0,2.2337592663574463e-07
139,139.0,2.248456572818284e-07
140,140.0,2.26313554418736e-07
141,141.0,2.2777907355669585e-07
142,142.0,2.2924232766784318e-07
143,143.0,2.3070318975987278e-07
144,144.0,2.3216212349726642e-07
145,145.0,2.3361825278276558e-07
146,146.0,2.350714086151514e-07
147,147.0,2.3652277031829202e-07
148,148.0,2.379720946473808e-07
149,149.0,2.394201394221662e-07
150,150.0,2.408672605016408e-07
151,151.0,2.42313365960323e-07
152,152.0,2.437584706545852e-07
153,153.0,2.452023416498466e-07
154,154.0,2.4664388210538577e-07
155,155.0,2.480826018324274e-07
156,156.0,2.495186775445892e-07
157,157.0,2.5095273249287785e-07
158,158.0,2.5238503129788076e-07
159,159.0,2.538153052237332e-07
160,160.0,2.552436328565156e-07
161,161.0,2.5666888740357316e-07
162,162.0,2.580912916772404e-07
163,163.0,2.595121281565286e-07
164,164.0,2.609304194025198e-07
