,0,1
0,0.0,0.0
1,1.0,4.313209573518346e-10
2,2.0,8.606565045456383e-10
3,3.0,1.288155813578368e-09
4,4.0,1.71425770041266e-09
5,5.0,2.13906851492635e-09
6,6.0,2.562652923558692e-09
7,7.0,2.9852310988085638e-09
8,8.0,3.406921617423084e-09
9,9.0,3.8274473579957756e-09
10,10.0,4.2466947529186185e-09
11,11.0,4.664579484547266e-09
12,12.0,5.081035757393056e-09
13,13.0,5.496262497684834e-09
14,14.0,5.910408410622271e-09
15,15.0,6.323089861606543e-09
16,16.0,6.734309372125258e-09
17,17.0,7.144208762923937e-09
18,18.0,7.552839734695338e-09
19,19.0,7.960415414931543e-09
20,20.0,8.366509656881605e-09
21,21.0,8.77112657370467e-09
22,22.0,9.174499785309225e-09
23,23.0,9.576680155950473e-09
24,24.0,9.977020829345874e-09
25,25.0,1.037551709195448e-08
26,26.0,1.077262944804234e-08
27,27.0,1.116818699798548e-08
28,28.0,1.156249749031898e-08
29,29.0,1.19559093729683e-08
30,30.0,1.2348491635000361e-08
31,31.0,1.2740010317264939e-08
32,32.0,1.313050959225876e-08
33,33.0,1.351977718550782e-08
34,34.0,1.39075235542553e-08
35,35.0,1.4293711808222178e-08
36,36.0,1.467808747775e-08
37,37.0,1.5061111435260004e-08
38,38.0,1.5443231886004578e-08
39,39.0,1.58241829139877e-08
40,40.0,1.620389656721654e-08
41,41.0,1.658235009280908e-08
42,42.0,1.695948744883294e-08
43,43.0,1.7335534800550162e-08
44,44.0,1.771077418538386e-08
45,45.0,1.8085209615084175e-08
46,46.0,1.845872677127498e-08
47,47.0,1.8831155351740058e-08
48,48.0,1.920238032164016e-08
49,49.0,1.957218508953038e-08
50,50.0,1.994031864334354e-08
51,51.0,2.030728839726072e-08
52,52.0,2.0673106349286778e-08
53,53.0,2.10374923165491e-08
54,54.0,2.140001954245638e-08
55,55.0,2.17603680405441e-08
56,56.0,2.211874716555758e-08
57,57.0,2.2475445581054183e-08
58,58.0,2.283080709468576e-08
59,59.0,2.3185187695781902e-08
60,60.0,2.3538624534757598e-08
61,61.0,2.38907164001394e-08
62,62.0,2.42416511027243e-08
63,63.0,2.459159747098912e-08
64,64.0,2.494072381110232e-08
65,65.0,2.5288999892262378e-08
66,66.0,2.563594711168642e-08
67,67.0,2.598135235876096e-08
